,rating,restId,text,type
421,5.0,gae9LAyt7Qvf_OgAkWASxA,Buca di FUCKING Beppo. My guy. This place is by far my new favorite restaurant in all of Pittsburgh. The food was just VERY exquisite. I'm so convinced that they just put some type of drug in the food which makes it so good. I really couldn't stop eating yet I will be going home with some leftovers. & wOW OUR SERVER! He was the best server. We talked about lizards and saving the turtles. Thank you Buca for changing my life,italian
422,4.0,gae9LAyt7Qvf_OgAkWASxA,"One of my favorite places to take my family or a big group of friends. Food is family style serving, huge portions and plenty to share with everyone. I've had bunch of dishes here, never had something I didn't enjoy. My favorites are the chicken parm, stuffed shells and spaghetti & meatballs. If you want a starter, the antipasto salad is incredible and refreshing to prepare you for the large amount of carbs you're about to eat. If you save room at the end of your entrees, they also have great desserts. The Colossal Brownie Sundae is a dream come true. It is giant. Massive scoops of chocolate and vanilla ice cream, multiple chocolate chip brownies mixed in, and a tower of whipped cream and hot fudge on top. Topping off the very top is a cherry and white chocolate decoration. Definitely check this restaurant out when you have a large group.",italian
423,5.0,gvmhnxxuS6BrPoIuBYd6dw,"Nancetta's is the best Italian food I've had in Pittsburgh! Everything is made in house from scratch, and the ownership and staff make you feel like part of the family. 

I had pasta with rabbit. This was a large portion of food. The past was cooked al dente and was perfect, and I couldn't believe how much rabbit meat there was on the plate. I had to take some home. This was my first time eating rabbit. It's tender and has a similar taste to chicken but a little more ""gamey."" I also got a side of gnocchi and wow! It's so light and melts in your mouth. The best gnocchi I've ever had. 

This will go down as one of my favorites, and I will go back frequently!",italian
424,1.0,gvmhnxxuS6BrPoIuBYd6dw,Unapologetically slow. Overcooked pasta. Dried out eggplant parmigiana. Really expensive.,italian
425,1.0,gvmhnxxuS6BrPoIuBYd6dw,"Service is painfully slow and downright rude. Took and hour and a half to get our food after we ordered. The portions were small and the food was mediocre at best. Way too salty- like all you could taste was salt. The noodles were overcooked. Everything was crazy expensive, especially for what you get. The restaurant is really small so there's no excuse for the wait. It is really dark, has bad music, and every time they open the fridge it is blindingly bright. Don't be fooled by the other reviews. Will not be coming back.",italian
426,1.0,gvmhnxxuS6BrPoIuBYd6dw,"I have been to Nancettas Ristorante in Fox Chapel 2 times before this evening. Very few cars in the lot at about 7:30pm.
At least 6 tables with 2to 4people seated. One server.
I was seated immediately. I asked only for a glass of water and the server stated she would come back to tell me the specials.She was very busy bring checks to several customers. Then seated another couple 
20 mins later still no waitress to come to my table.
I left. I shared my discontent on their FB page in a private message.
The waitress this evening responded as if it was my fault.
Why am I now on Yelp?
I just want you to know this is recurrent. The customers were turning their heads as if to express disappointment with failed service...1 waitress running all over the restaurant.
I would say reevaluate I you system.",italian
427,1.0,gvmhnxxuS6BrPoIuBYd6dw,"Has anyone ever gone back?  Awful, slow. Got scolded by waitress. Bartender was nice. Calamari looked like it came off of the freezer floor. Not surprised the parking lot was empty.",italian
428,5.0,Een2yret0IwJUpHLwcxtRg,"We were looking for a new pizza place and decided to try Arancini House after reading the great reviews on Yelp. 

We ordered just a regular pepperoni and it was awesome!  Traditional NY style, with a great crust. 
They even sent paper plates and napkins.",italian
429,5.0,Een2yret0IwJUpHLwcxtRg,"We have going to Arancini House since it opened. It never fails to please. While they offer more than arancini, why order anything else? These things are authentic and made right there. We have tried all varieties of arancini offered, but prefer the Original. All are delicious.  This family-owned business is worth the trip downstairs in the Executive Building, and the owner and staff/family are very friendly.",italian
430,5.0,Een2yret0IwJUpHLwcxtRg,"I ordered via a delivery service and loved the balls and pepperoni roll. I ordered an original ball and a banana pepper ball and I really liked both. Balls are huge. I have leftover of both. I'd probably say the banana pepper ball is my favorite between the two but I'd order both again. The pepperoni roll was also very good. Lots of pepperoni and the side of sauce was tasty. As a side note, everything was packaged nicely. No pics bc I was too hungry",italian
431,4.0,Een2yret0IwJUpHLwcxtRg,"This place is great.  Staff are so helpful and friendly.  Stopped in for a quick lunch.  Got the Balls (arancini's), just so good.  Had the original and the banana pepper.   Such a good lunch or snack.",italian
432,5.0,Een2yret0IwJUpHLwcxtRg,One of my favorite hidden gems of Uptown Mt. Lebanon everything is great and fairly priced.,italian
433,5.0,NoF90rswXBHESSyDaWeKKA,"Grabbed lunch here, were seated immediately. The space is small but cozy. 

We ordered chips and cocktails to start, love the Onion dip! Our drinks were very strong but not overwhelming.

The pizzas were SO good, the perfect amount of cheese and the crust was delicious.",italian
434,5.0,NoF90rswXBHESSyDaWeKKA,"I would give this restaurant 500 stars if I could. My husband and I came here for lunch Sunday around 12:30pm before seeing a show at the Benedum. There was a wait for a table so we just went and sat at the bar. The 2 bartenders working were super attentive for the large crowd that they had. I started off with the Orange Blossom Mimosa- or should I call it The Best Mimosa of my life... FOR REAL. I wish I could have drank it all day! 
We split a half house salad and ordered 2 pizzas. It was A LOT of food but somehow we managed to eat it all. Probably because it was AMAZING. The two pizzas were the Forest and Harvest. Both were incredible and so different from any pizza I had ever eaten. 
The show was at 2pm. By arriving at 12:30 we had plenty of time to eat then head to the show-- should have gotten that second mimosa! 
There will be a next time.",italian
435,5.0,NoF90rswXBHESSyDaWeKKA,"Love the pesto pizza! The tomato adds unique flavor to it and the onion adds the crunchiness. 

Bonus point - great selection of the local beer.",italian
436,5.0,NoF90rswXBHESSyDaWeKKA,"Was in town for Ravens vs Steelers game, saw the great reviews and high stars. They are worthy of every rave! Everything was absolutely delicious. 

House made chips were fried perfectly, not over done. Came with a yummy onion dip. Not too overpowering with onion. Sangria was refreshing and delicious. I love a good Sangria! Mediterranean pizza, kalamata olives, artichoke hearts, feta and roasted tomatoes, topped with arugula. Heaven! 

Service was 5+ stars. The restaurant was crowded and everyone seemed to be having a great time in a chilled back type of way. Definitely recommend! If I lived in Pittsburgh, this would be my spot!",italian
437,5.0,NoF90rswXBHESSyDaWeKKA,"Top notch brick oven pizzas 
Love their pizza
It doesn't come cheap at 16 or more for a personal size pie 
But they are delish with a perfect crispy with the perfect bit of chewy 
Classic margarita to one with potatoes and onions
You can sit at the counter right in front of their brick oven and watch the pies being made & baked. Do it on a cold winters night for even more enjoyment 
Menu also has pastas and salads
Plus their savory smoked tomato soup
Great beer selection 
This place is poppin on a Friday night 
Bar 
Plus long row of tables 
Service is always friendly 
Street parking can be a challenge 
But this is a great place so I drive around till I find a spot",italian
438,5.0,P034NqfS_1sf-pC51170Kg,"My family are frequents to Bravo and they always go above and beyond our expectations. Our favorite dishes are the caprese salad, pecorino cheese dip, Bolognese, the warm berry cake, and their house made balsamic glaze is to die for! Wait staff is amazing and we always get refills before we even ask. I highly recommend this location, we have never had a bad experience!",italian
439,3.0,P034NqfS_1sf-pC51170Kg,"I definitely appreciate that they have gluten free pasta, but I was underwhelmed with my spaghetti bolognese and I don't think it was the GF pastas fault. Bravo used to be my JAM back in college. I actually preferred it over Olive Garden. I thought their dishes had more flavor and I liked the environment more. 

Now that I've frequented so many awesome local businesses over the years doing killer dishes, the place just feels different now. But when you're in the Galleria and have a screaming toddler in tow, this just works. 

So I just wish the bolognese would have had more flavor. It definitely lacked much of anything and I was definitely hungry shortly after I ate it because the meat portion wasn't very big either. Plus, no carrots in the bolognese? I thought that was part of the authentic dish? 

Service was also spotty. Our server didn't come back with our first drink order for a while. We had to ask for them actually. Then my husband needed a fork after we were served our main dishes, and the server said okay, then immediately went to the computer to put in an order. Maybe five minutes later I saw him out of the corner of my eye walk over to get a fork, but my husband had already gone to another table and grabbed his own fork at that point. Like I said, not great. 

I'd pick BRGR over this place at the Galleria any day.",italian
440,3.0,P034NqfS_1sf-pC51170Kg,"The food itself is good, not anything very special, however it's the reason for 3 stars. I ordered the chicken parm. You get 2 large chicken pieces and a healthy helping of pasta. The chicken and noodles were cooked nicely, there was plenty of cheese covering the dish, and a good amount of flavor on the breading. The sauce was a bit too sweet for my taste, but it didn't ruin the dish. Caesar salad was also good and refreshing. 

The service on the other hand was disappointing. While our servers were very nice, and probably overwhelmed on a Friday night, there were a several things that hindered my experience. We had a private room for our party of 14, so I expected more attentive behavior. It took a while for our drinks to come, my friend's was the wrong one and we had to ask about my friend's beer 2 times before she told us they were out and another would have to be ordered. We also had to ask for bread to be brought to our table. The food took what felt like forever too. The manager did come in to give an update of our meals and apologize. Then came us trying to pay our check. I would estimate it look 15min for her to come back and swipe the card. Overall a good place for food with many menu options, but could use more employees to cover the Friday rush so it wasn't a 3hr process.",italian
441,4.0,P034NqfS_1sf-pC51170Kg,"Bravo's has been a staple in the Galleria as long as I can remember! They have an ample amount of seating and a menu offering classic italian dishes. They start you off with some delicious bread and dipping oil. That dipping oil is one of my favorite reasons for always coming back to Bravo's. I could eat gallons of that stuff. Their insalata della casa is their house salad and is my go to. It has a yummy parmesean dressing. I am a fan of their grilled salmon. Their pastas are good as well. Overall, a nice place to grab dinner in the Galleria!",italian
442,4.0,P034NqfS_1sf-pC51170Kg,"We usually go here on Sunday nights and sit at the bar.  Amanda is usually bar tending on Sunday, and she's the best.  She remembers our usual drinks, and is very knowledgeable about the menu.  If we have an issue she is right on it.  We love their new hot cheese dip.  The Mediterranean vegetable salad is really good.  Hubby had the shrimp scampi and ate every bite.  Warning: Never, ever, order the vegetable ""meatballs.""  They're gross and disgusting.  They should have asked a vegan chef to give them a recipe.",italian
443,5.0,ynKAUSYi3c8M-rkVJI1PcQ,"DiPietro's is a North Hills staple if you're dining in or getting a pizza to go. 

The dining room is casual but offers great Italian dishes. The to-go options are great, too. Their pizza is definitely some of the best around, and the white pizza is one of the best items on the menu.",italian
444,4.0,ynKAUSYi3c8M-rkVJI1PcQ,"Stopped in this place for lunch while passing through town, looks like a very old school little Italian joint that hasn't been updated in quite some time.  Only a few people in the place, we decided to go with the bar pies, small individual pizzas for one.  Didn't have huge expectations but have to say they were really very good. Server was very nice, felt like a locals place but definitely worth the stop if you are in the neighborhood.",italian
445,3.0,ynKAUSYi3c8M-rkVJI1PcQ,"My husband and I decided to use our Enjoy Book coupon and give DiPietro's a try. There was ample parking nearby, with just a short walk to the restaurant. The front of the building reminded me of an old ""family owned"" styled restaurant with a large canopy across the length of the restaurant and the name printed on the canopy. 

We were greeted by the hostess and seated right away. Again, the set up and style took me back to any family owned restaurant I have been to in the past. Wooden furniture, white tablecloths, booths lining the perimeter, and large pictures hanging on the walls. The aroma of pizza and hearty Italian food immediately permeated my senses! It smelled wonderful. 

The menu was large, with quite a variety of Italian dishes, from casual to more formal. Chicken, Seafood, Veal, and Steak to Pasta, Pizza, Sandwiches, Salads, and Calzones. I was craving pasta but was looking for a lighter option and sure enough, it was there! I ordered the Linguine Antonietta, a linguine based dish with roasted broccoli, zucchini, onions, carrots, and mushrooms with an oil based coating. I really enjoyed it however would have loved the addition of more vegetables (with a little less pasta) and some grilled chicken for protein! All dinners were served with a choice of soup, side salad, or vegetable and Italian bread. The side salad was basic with tomatoes, black olives and white onions on a bed of lettuce. I ordered their homemade Italian dressing and it was pretty tasty. The bread could have been much warmer and the butter was really cold, making it hard to spread.

The price of the dinners were mostly between $15-$20 which seemed to me to be on the higher side. However, there was some value as you get the soup/salad option before your meal and a loaf of bread to share among the table. Our waitress was very nice and helpful when we had questions about the menu and was very quick to fill our waters. 

We had a solid experience here. A restaurant with a nice, homey feel, nice staff, decent food, slightly overpriced.",italian
446,3.0,ynKAUSYi3c8M-rkVJI1PcQ,"My wife and I dropped by here for dinner on a Thursday night. We found Dipietros in the enjoy coupon book and decided to give it a try. Upon arriving at the restaurant I noticed a sign outside celebrating 40 years in West View. Very cool! 

My wife and I were seated fairly quickly upon arriving. The inside had the feel and decoration of an Italian restaurant. The decoration seemed a bit dated and the layout was a little odd. There were two levels with the lower level having tables fairly close together and the upper level having all the lights turned off. On the lower level I could pretty much hear everyone's conversation so don't come here hoping for any privacy. 

I ended up ordering the pasta diavolo. It is a spicy dish with sausage and peppers. Our order came with soup or salad. Both my wife and ordered the salad with house made Italian dressing. The salad was nothing fancy with just some onion, tomato, and olives. An Ok salad with good dressing. The pasta was decent as well. It had a good heat level and the sausage was the star of the dish. 

I think the pasta here is solid and just the right amount for dinner, but the restaurant is a little outdated and I wouldn't consider the bathroom clean when I used it. The prices here indicate a fancier restaurant, but I wouldn't consider price to be on par with the rest. I may be back here but this isn't on the top of my list of places to come to.",italian
447,5.0,ynKAUSYi3c8M-rkVJI1PcQ,First time here.  Excellent food and superb service.  Will definitely return . Would surely encourage you to go.,italian
448,5.0,497iuIdzSZqEVZ_iTnp-Jg,"Great food , great service and the friendliest staff around , did I mention how great the food is !",italian
449,4.0,497iuIdzSZqEVZ_iTnp-Jg,"I just moved to the area, and I have heard GREAT things about Moonlite Cafe, so I had to check it out! 

We came to Moonlite to watch the Steeler game, which was super great on the nice flat screens that they have in the bar area. Like other reviews, this bar was SUPER CLEAN! I mean sparkling clean, which really never happens. Also, like other reviews, yes - from the outside this place looks like a dive bar. However, once you walk in the door you are greeted by super friendly employees, and a very friendly vibe. Moonlite is definitely a place that you go to, receive great service, and then are remembered the next time you come in. 

For this trip, we just ordered some appetizers/drank while watching the game. The bartender was new, and still did an awesome job. Drinks were reasonably priced, and she did a great job keeping up even though the bar area was slammed for the game. Appetizers were.. awesome! cheese wheel, yum - marinara sauce that they serve was wonderful as well. Fried zucchini was the biggest portion I've ever seen.

I will definitely be back here! Can't wait to check out more of their food.",italian
450,4.0,497iuIdzSZqEVZ_iTnp-Jg,"Honestly a group of friends got together for 60 cent wing night and we were not disappointed. I'm pretty much a wing fan fanatic and was pleasantly surprised at to hear this place had great wings. 

I was drawn to Buffalo Blue and Hot garlic parm. The only knock I have is the time it took for the wings to come out. The place didn't seem that crowded, but my group was in the back area. 

After the first bite I understood why it took so long. These bad boys were fried to perfection. (I like mine crunchy) Great ratio of flats to drums. Flavors I picked were incredible.",italian
451,5.0,497iuIdzSZqEVZ_iTnp-Jg,"This might be my favorite local restaurant. Their cheese wheel and fries are a go to every time we come. Monday is wing night and their wing sauce is slightly spicier than Frank's Red Hot and has really good flavor. I just tried the calzone and it is flavorful and a great value for the money. It is easily two meals. 
If you are looking for a place with nice bartenders, good food, and a great beer selection... look no further!",italian
452,4.0,497iuIdzSZqEVZ_iTnp-Jg,"Great little bar with great food in Brookline. I've tried several items from their menu and everything has been great. My boyfriend, who LOVES Italian hoagies, says they have one of best. Their homemade Italian dressing is fantastic. My favorite thing about Moonlite? The have the coldest draft beer of anywhere I've been in Pittsburgh. It's consistently cold and sometimes you get a frosted glass. What's not to love?!",italian
453,3.0,Mhpui6kmwBRfE2bogL9vOA,"The small storefront restaurant is a family owned BYOB with authentic Italian cuisine.  All of the food is local and prepared fresh by the owner-chef.

While the place is small it is a good value and excellent find.",italian
454,4.0,WLixYfXWO1Q0b_L4PsQ-5w,Good authentic Italian food there are not to many places like this these day that have this only issue tacky decor old carpeting ceiling with leak stains. And chairs still there from when I was A child. But I recommend the food. It is very good especially the meatballs and potatoe balls. As well.,italian
455,1.0,WLixYfXWO1Q0b_L4PsQ-5w,"This ""restaurant"" is absolutely hideous. This was my first time ever at this place and it was a disgrace. The food was awful and overpriced, my 1 y/o daughter had wood chips coming from her hi-chair. (The hi-chair is probably 40 years old...) The carpets were disgusting and looked like they hadn't been cleaned in years. I will never go here again, please don't waste your time. After tonight I realized this establishment is an embarrassment to Pittsburgh's Little Italy. If you want good Italian cuisine, go to Alexander's or The Pleasure Bar. You couldn't pay me enough to go back.",italian
456,5.0,WLixYfXWO1Q0b_L4PsQ-5w,"So, I did read the reviews while sitting in the restaurant and I don't 100% understand where they were coming from.  I went in with a table of 6 and immediately fell in love with the nostalgic authentic vibe.  This restaurant feels like it's owned by a family or hardworking individual who has run it for years and years.  It didn't feel like a chain or like they were trying to trip up their customers with the promise of a great atmosphere.  The food spoke for itself.  I ordered the angel hair pasta with meatballs and my only regret is that I didn't ask for an order with two sides of meatballs - I though they were that good.  I would definitely come by again.",italian
457,5.0,WLixYfXWO1Q0b_L4PsQ-5w,"My family has been coming to Lombardozzi's for over thirty years for graduations and celebrations of every type. We just did a family event (the first in several years) and I was reminded why they've been around for so long. The food was excellent for 50 people. The Chicken Marsala, Roast Beef, Rigatoni and more was perfectly cooked. The attention to details and service was great.  The staff were super friendly and Tony Lombardozzi was a true true professional working through the (sometimes picky) needs of our group. It doesn't hurt that they have 2 great private party spaces (we were upstairs this time) with no room fees. I've been there at least 20 times over the years. Our 85 year old mother, at least 100 times. And the next generation continues to run a great restaurant. Thank you, Lombardozzi's!",italian
458,4.0,WLixYfXWO1Q0b_L4PsQ-5w,"Stop here after visiting a relative at the hospital. The waitress was very accommodating.  My bf has fried calamari , he enjoyed it very much.  I had the bruschetta..very flavorful. 
We both had the manicotti with meat sauce..also very good. I wasn't thrilled with the meatballs. L..small and not much flavor for $4.95.",italian
459,4.0,RC8NJlX3X2Eo240PU5zJWA,"Had dinner here this past week and really enjoyed it.  The name threw me at first and the inside is a little strange, but they have some great Italian food.

I started off with French onion soup, which was delicious.  The soup had a great flavor and paired well with their homemade bread.  For my meal I went with the medley number 2, which was a stuffed shell, eggplant parm, and ziti.  The best part was the stuffed shells.  I did enjoy the other two options, but they were pretty standard italian.",italian
460,4.0,RC8NJlX3X2Eo240PU5zJWA,"My family has been going here for years. I remember when I was a child, going here. It was packed!! It's not as busy as it once was, but the food is still terrific. When you want old fashioned Italian-Pleasure Bar is a great choice. We've gotten a variety of items on the menu. The only thing I didn't like was the beans-n-greens. Otherwise, their sauces are good, salad and dressings, chicken dishes, eggplant rolls, etc. All good. You can't go wrong with your order.",italian
461,4.0,RC8NJlX3X2Eo240PU5zJWA,"We stopped in here for lunch one day. I believe this place is family owned and while it is a no frills restaurant, it is super cute and ""homey."" We started with the Italian pizza bread. It contained all of my favorite things: bread, cheese, and sauce, so of course I really liked it! For my lunch, I ordered a chicken ceasar salad and my fiancé ordered a fish sandwich. Everything was good! We had good service. The ambiance was chill. It wasn't the bed Italian food I've ever had, but it definitely wasn't the worst. I would definitely come back here again!",italian
462,5.0,RC8NJlX3X2Eo240PU5zJWA,"The friend who made our reservation had heard about this place from someone else. I had never tried it, but I am glad that we did! While the bar area is very loud, our party was seated together in a quiet side dining room. Our waitress was pleasant and knowledgeable. And the kitchen can be very quick. FYI, they can't split checks for larger groups.

Now for the food. The Pleasure Bar house salad puts other restaurants' house salads to shame: mixed greens, pickled red pepper, pine nuts, mozzarella cheese, and not one but two kinds of olives. Classy. The kalamari came out hot, with a light breading and chewy center. All of the various pasta dishes we ordered were delicious, and generous servings. It's a good price if you count the leftovers.

I was pleasantly surprised and want to come back.",italian
463,4.0,RC8NJlX3X2Eo240PU5zJWA,"Since moving to Bloomfield, this restaurant has become a staple in our dinner routine. However, we are creatures of habit and have only gotten two things on the menu :D but also that is a testament to how good the dishes are! We always get the Penne Christopher and the Carbonara with wedding soup as the appetizers. The portions are HUGE, and you get an soup or salad and bread! I can get 3 meals out of mine, and my boyfriend can get 2. Three meals for less than 15$??? You can see why its a staple. During Little Italy days, I've also had, and loved, their hot sausage sandwich! The staff have always been polite and helpful, and super busy, so getting their attention took effort. A minor inconvenience as you're stuffing your mouth with pasta.",italian
464,4.0,j54J0Ky4ruVbN_NTJ3daFg,"Girasole is an experience and ultimately m, it's worth it. The place is very small and very popular which makes things hectic, especially on the weekends. Reservations generally don't stand for much on a Friday/Saturday as much as the time you check in, so if you want to walk right in I'd suggest going early or around 9pm (or a weeknight). 

That all being said, the food is tremendous and is worth the hassle of sometimes waiting outside for an hour plus. The spinach ricotta ravioli and gnocchi are both great and served year round. The gnocchi is light and satisfying and the sauce for the ravioli is very good. All entrees are served with either a house salad or a cup of the soup of the day. I always get the antipasto tray for to split as an appetizer. It varies, but generally has a couple meats and cheeses, and a combination of olives, artichokes, and sun dried tomatoes. Everything is obviously great with wine and the pours are quite generous. 

The specials are always good, and if you're a pumpkin person, the pumpkin ravioli is a must have fall meal. It is cooked in a sage butter sauce with nuts and little pieces of bacon. 

The cherry cheesecake is out of this world. It may be the best cheesecake in the city. It is light and the cherries are rich and sweet.",italian
465,1.0,j54J0Ky4ruVbN_NTJ3daFg,"It's unfair to give this establishment a one star, but a one star I must. Why? not because of the food, we ate there once and I don't recall anything not tasting fine. But we tried to eat there for a second time, with a reservation mind you, but we might as well not had one, because not only we waited, we were eventually relegated to the kitchen table in the back hallway where there is no space and noisy as hell and impossible to enjoy a fine dining experience. Please understand that we have experienced fine dining in some of the best restaurants in the country!

This brings me to the reason why this establishment deserves a one rating, failure to fix an ongoing issue that is crystal clear in the unsatisfied category of reviews in yelp. What this restaurant has going for it, it's a small fish in a pond, thus it has few to little competition, if it were in a big city like NY, LA or SF it would not survive the mismanagement. That being the failure to either expand the restaurant or restrict reservations by limiting the number of guests and not having to pinball clients to either ignore reservations or placement just because of the size of the establishment. Ignoring committed reservations is fatal and placement in less than desirable space speaks poorly of management.

I have seen and even met the owner and he is an absolutely amazing and delightful person, though the difficulty to keep everyone happy has perhaps impacted his demeanor in a negative way at times. He has built an amazing restaurant but he is going to lose a few clients here and there because he may not care to correct an obvious recurring issue! Lack of space. Best Wishes!",italian
466,5.0,j54J0Ky4ruVbN_NTJ3daFg,"A hidden gem in Shadyside and all of PGH! I've been here numerous times and can't get enough. The restaurant is cozy and inviting, and the customer service is exceptional. I enjoyed meeting the owner too! 

There are some staple items on the menu that make the trip here worthwhile. It's not a huge menu, but you'll love it. My favorite item is the spinach and ricotta ravioli... the sauce is amazing and the plate came with a salad. Prices are affordable. Don't forget to order dessert! C'est la vie!",italian
467,4.0,j54J0Ky4ruVbN_NTJ3daFg,"The food was good, but it was very loud and the service was not great.",italian
468,1.0,j54J0Ky4ruVbN_NTJ3daFg,"Haven't written a review in a while, but this was worthy of it. First of all the host is terribly rude - both on the phone and in person. Despite having an actual reservation, there was no accountability at all and we even walked along Walnut street to find a new place given how rude the Host was and how long it was taking for him to randomly assign people waiting to tables. The bread at the table was cold and tasted store bought. All of the food was incredibly mediocre. The meatballs were extremely standard with nothing interesting or worth ordering again. The linguine with clam was completely tasteless. There were barely any clams. The only saving grace is the dessert at this place. Would not go back again.",italian
469,4.0,cbddL2q8uRA38RwycB0FJg,"A decent spot in Bloomfield. The restaurant space is a little dated and there was an odd smell when we were there. Staff was friendly and service was good. They gave us an oil/pesto mix with our bread, it was fantastic. I had the pasta with the ""Marfredo"" sauce (a mix of marina and afredo). The sauce was great and the meatballs were just okay for me. The pasta portions are definitely enough to split or to have some leftovers. Worth checking out.",italian
470,2.0,cbddL2q8uRA38RwycB0FJg,"Due to this being ordered through DoorDash, this review is based only on the food.

And man, was the food BLAND. REALLY BLAND.

Ordered the ravioli to start with. BLAND!

Spaghetti and meatball(s)? BLAND!
Not only bland, but it was the kind of pasta you would get from a food court at a Mall. Yeah...that quality. (It says add meatballs for an additional price on there, but it was one meatball...and it wasn't very good)

I can't give it 1 star because it wasn't AWFUL. It was literally just the quality that you'd compare to essentially Italian Fast Food (going back to the food court comparison)",italian
471,4.0,cbddL2q8uRA38RwycB0FJg,"Alexander's is a family/group-friendly restaurant that serves large portions of Italian-American food. The only person who was able to finish their meal was the one who ordered the asparagus salad. Everyone else took home copious pasta. Honestly, the calamari and fettuccini dish was enough to feed 3 or 4 people. The bread they serve is huge chunks of white Italian loaf. Service was good. Alcoholic drinks (beer, wine, cocktails) are available. Parking on the street (free on Sunday).",italian
472,4.0,cbddL2q8uRA38RwycB0FJg,"Hubs and I decided to come here on a Friday night for dinner. We were able to get a seat with ease, keeping in mind it was the weekend before the holidays and we were doing a later dinner.

We were seated in the back dining room. It's a flashback to the past in a comforting way, with Fiesta plates. We ask for the drink menu and see a variety of wine and beer options. The wines don't list the vineyards, so it was difficult to discern. The beers included a good number of local crafts.

The specials include entrees and salad or dessert. It was a bit more food than we wanted, so we opted for the traditional menu. The seafood Devonshire caught my eye as did the veal diablo. Hubs was curious about the make your own pasta but at the mentioned of the veal diablo and options paralysis, he knew what he wanted.

We ordered and the waitress was helpful with the wine selection, noting the Chanti hubs ordered was on the sweet side, so he was able to swap it out for the dryer option. The food comes out within a reasonable time and it piping hot. The waitress realize she forgot our bread and brings it out, very much needed with the amount of sauce in out entrees. The veal diablo is delicious. I took a bite and was wowed by the spicy flavor. The seafood Devonshire is creamy and rich. The tart/pie crust was fluffy. The crab meat is imitation, so keep that in mind.

Overall solid meal, good service, and large portions. It was a bit pricey for a neighborhood spot.",italian
473,1.0,cbddL2q8uRA38RwycB0FJg,"This is what food poisoning looks like, had one piece of veal out of the three. I've had Marsala dishes hundreds of time, have made it myself and this is the worst Marsala meal I've ever had. It didn't taste like Marsala at all all I tasted was oil, as you can see in the pictures attached. They took off this one dish from my portion of the bill, but that doesn't help me with food poisoning... or the ruined night.",italian
474,5.0,4GUXkFjJL5SEZK-qtDZSKA,"One of my favorite Italian restaurants in the South Hills!  

The food was great and the portions are HUGE!",italian
475,4.0,4GUXkFjJL5SEZK-qtDZSKA,"Wanted to go somewhere that I hadn't been before for my birthday.  It's hard to find an Italian place open on a Monday.  I love locally owned places.  This place is a good place!  I debated between 3 and 4 stars.  

The service was excellent!  We were greeted in a warm and friendly manner and our waitress was spectacular.  She was on the ball, checking in, offered good recommendations.  

The place is a little dated and could use and update.  

The food was very good.  We had fried zucchini which I really didn't care for.  The breading was too much.  My daughter had their chicken fingers and French fries (I know who goes to an Italian place and orders that?!).  They were delish.  The fries rivaled Kennywood's fries in terms of taste.  My wife had the veal parmigiana which the veal size was humongous.  I had ravioli.  Their sauce was awesome - it's flavorful and hearty.  The ravioli were quite tasty.  In fact we left with so much food that we are enjoying the left overs two days later.  The chicken fingers have made it to lunch for two days as well.  


For dessert we had chocolate cake and carrot cake - the carrot cake was lacking and I'll never have it again.  But the chocolate cake was spectacular.  

I can not wait to come back to this place!",italian
476,3.0,4GUXkFjJL5SEZK-qtDZSKA,"So far, so good.  I've only been once.  I'll go again and post an update.

The food is decent.  I like the house salad (fresh, has more than just lettuce and a cherry tomato).  The table bread (slices of white, Italian bread) is fresh and soft and tasty, and the dipping sauce (balsamic and olive oil) is good.

My pasta dish was good but not amazing by any stretch.  The noodles were a touch overcooked, but not bad.  The marinara sauce, a staple of any good Italian restaurant, was a little disappointing.  It was too sweet for my taste.  I assume it's house-made, so maybe this varies by batch-of-tomatoes, so I'm willing to give it another try.

The service was good and met my expectation for a sit-down restaurant of this price point.  Overall, I had a good experience that matches Yelp's description of 3-stars.

Please give this place a try and post a review.  Yelp on!",italian
477,5.0,4GUXkFjJL5SEZK-qtDZSKA,We stumbled onto this place about a month ago. My husband and I love it. It's a hidden gem for Italian food. It's old school. They play Sinatra & Dean Martin. They give you fresh bread and the dipping oil is their own recipe and it's great. You can use butter if you want it instead. The portions are very large. The veal piacquadio was excellent. My son had the chicken Marsala. The sauce was delicious. All meals come with a soup or salad and a side of veggies or a side of pasta. The pasta sauce was very good and homemade. Their soups are out of this world. The servers are very efficient & friendly. I've been back about 4 times now and sometimes eat at the bar. The bartenders are very pleasant. The desserts are enormous. I highly recommend trying it.,italian
478,5.0,4GUXkFjJL5SEZK-qtDZSKA,"My boyfriend and I went here last night for dinner and had a wonderful experience! This is probably our third time in the past three years or so. I ordered the lemon chicken, side of meatballs, and we split the raspberry cheesecake. I couldn't decide between ordering the chicken parm or the lemon chicken. Everything on the menu looked delicious! I enjoyed the chicken, but I do think it could have had a bit more lemon flavor. Next time I will probably get the parm. The meatballs were fantastic! I almost forgot we had wedding soup (how could I do that haha) it was some of the best I have ever had. Amazing! Don't pass that up. To top it off even though we were stuffed, we split the cheesecake and it was amazing as well. They had a great dessert selection to choose from. Our waitress was great and a pleasure to have as well. We can't wait to go back and try something new!",italian
